title	anidb	anilist	animenewsnetwork	animeplanet	anisearch	annict	imdb	kaize	kaize_id	kitsu	livechart	myanimelist	nautiljon	nautiljon_id	notify	otakotaku	shikimori	shoboi	silveryasha	simkl	themoviedb	trakt	trakt_type	trakt_season
Mirai Nikki	7432	8460	11373	future-diary-ova	6174	14454		mirai-nikki	596	5344	3781	8460	mirai+nikki	1904	wK2itKimg	118	8460			36486				
Mirai Nikki (TV)	8395	10620	12896	future-diary	7050	2165		mirai-nikki-tv	1004	6266	1196	10620	mirai+nikki+(oav)	2721	o35VpFiig		10620	2273	2744	39336		46397	shows	1
Mirai Nikki (TV): Ura Mirai Nikki		12503		future-diary-ura-mirai-nikki				mirai-nikki-tv-ura-mirai-nikki	5256	6750	4062	12503	mirai+nikki+-+ura+mirai+nikki	3071	-7aNtKmmR		12503							
Mirai Nikki: Redial	9585	16762	15406	future-diary-redial	8246	3063		mirai-nikki-redial	4843	7510	864	16762	mirai+nikki+redial	2539	ALi5pFmig		16762			38820				
Mirai no Hito e				cornelius-dear-future-person				mirai-no-hito-e		41035		37212			CwkFhKmmR		37212							
Mirai no Katachi				isekaijoucho-mirai-no-katachi								61311					61311							
Mirai no Kuromaku-kei Akuyaku Reijou Moriarty no Isekai Kanzen Hanzai Hakusho	18817	179954	32815	mirai-no-kuromaku-kei-akuyaku-reijou-moriarty-no-isekai-kanzen-hanzai-hakusho	19372	13220		mirai-no-kuromakukei-akuyaku-reijou-moriarty-no-isekai-kanzen-hanzai-hakusho	25005	49125	12699	59148	mirai+no+kuromakukei+akuyaku+reijou+moriarty+no+isekai+kanzen+hanzai+hakusho	12777			59148	7130		2595994				
Mirai no Mirai	13174	100749	20425	mirai	12463	5636	tt6900448	mirai-no-mirai	13694	14083	2702	36936	mirai+no+mirai	6949	giAHhKimg	1037	36936	5397	4051	687035	475215	322522	movies	
Mirai no Watashi		98089		mirai-no-watashi	11267	15127		mirai-no-watashi		11947		32959			Up56pFmig		32959							
Mirai Note		133463		mayn-mirai-note	16233			mirai-note		44490		50124					50124							
Mirai o Ugokasu Jissenryoku o Sono Te Ni												61898					61898							
Mirai Prism					11159																			
Mirai Robo Daltanias	2250	4411	2278	mirai-robo-daltanias	3489	2162		mirai-robo-daltanias		3598		4411	mirai+robo+daltanias	6378	ONyXcFimg		4411	3987		38914				
Mirai Shima PV										47765														
Mirai Shouboushi Kyuuta				mirai-shouboushi-kyuuta				mirai-shouboushi-kyuuta		40888		36311			J1oO2FimR		36311							
Mirai Shounen Conan	330	302	899	future-boy-conan	39	2163		mirai-shounen-conan	13699	276	5267	302	mirai+shounen+conan	1303	3Z0hcFmig		302	539	3387	36234		19150	shows	1
Mirai Shounen Conan (Movie)	5714	7308		mirai-shounen-conan-movie	4721	7143		mirai-shounen-conan-movie	13700	4937	9108	7308			nZ8gtKimg		7308	782		40801	497537	344669	movies	
Mirai Shounen Conan 2: Taiga Daibouken	4675	2613		taiga-daibouken	3809	2164		mirai-shounen-conan-2-taiga-daibouken	13701	2377	8860	2613			MY5scKmmR		2613			40320				
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu	4676	2614	3702	mirai-shounen-conan-kyodaiki-gigant-no-fukkatsu	3808	7144	tt0462699	mirai-shounen-conan-kyodaiki-gigant-no-fukkatsu	13702	2378	8863	2614			wQ5ycKmmg		2614	1204		1571709				
Mirai Souzou Ki					14471																			
Mirai-iro no Fuukei					13129																			
Miraijima								miraijima		47763		56015					56015							
Miraijin Go Home				miraijin-go-home				miraijin-go-home		13155		34237			BsoGhFiig		34237							
Miraijin Go Home Bangai: Oyome ni Oide				miraijin-go-home-bangai-oyome-ni-oide				miraijin-go-home-bangai-oyome-ni-oide				52740					52740							
Mirakururun Grand Purin!				mirakururun-grand-purin				mirakururun-grand-purin	13705	8854		22471			2SHbtFimR		22471							
Mirawi Wakuwaku Yuuenchi												56137					56137							
Miren					20330																			
Miren Record								miren-record	3043	44002		51814					51814							
Mirmo Zibang!			935																					
MIRROR				mirror																				
Mirror		151089		mirror-2012				mirror		46522		53122					53122							
Mirror Me												56536					56536							
Mirror Mirror (Bombs BiS)		103513		vampillia-mirror-mirror-bombs-bis				mirror-mirror-bombs-bis		13795		36095			fwDIhFmmg		36095							
Mirror Tune		147188		zutomayo-mirror-tune				mirror-tune	13708	46052		51587					51587							
Miru Tights	14571	106967	22030	miru-tights	14064	6440				42078	8695	38935	miru+tights	8403	6YpWhb8mg	1492	38935		1285	1001249		145592	shows	1
Miru Tights: Cosplay Satsuei Tights		110738		miru-tights-special	14570	6921				42473	9548	40176	miru+tights+-+cosplay+satsuei+tights	8893	zyfxJvFZR		40176		1220					
Miru: Watashi no Mirai	18073	166373	28699	miru-watashi-no-mirai	18465	10931		miru-watashi-no-mirai	25193	49848	12120	55727			rMi0L3uIg	3061	55727	7404	5305	2193166		249063	shows	1
Misaki Chronicles			3207										misaki+chronicles	1137										
Misaki no Mayoiga	15831	125838	24356	misaki-no-mayoiga	15723	7744		misaki-no-mayoiga		43717	10205	43755	misaki+no+mayoiga	9820	xZJ-UvLMg	1957	43755		2991	1470113		599729	movies	
Misato-chan no Yume Nikki		104953			5829							29994					29994							
Misawa x Weathering With You CM				misawa-x-weathering-with-you-cm																				
Miseen				balloon-x-nulut-miseen								54465					54465							
Misemono Kenbutsu	12865	111128		manga-misemono-kenbutsu	12285	14125		misemono-kenbutsu		40748		35395			IJqvhKimg		35395			663281				
Misenai Namida wa, Kitto Itsuka	10123	13195		greeeen-misenai-namida-wa-kitto-itsuka	9161			misenai-namida-wa-kitto-itsuka		6908		13195			sSNvpKimR		13195			1572717				
Misete Yare Sokojikara.					14990																			
Misi Ady!					17159																			
Miso				mino-miso								54165					54165							
Miss Kobayashi's Dragon Maid S			23562																					
Miss Kobayashi's Dragon Maid S Short Animation Series Specials				miss-kobayashis-dragon-maid-s-short-animation-series-specials																				
Miss Kobayashi's Dragon Maid S Specials				miss-kobayashis-dragon-maid-s-specials																				
Miss Kuroitsu From the Monster Development Department			24507																					
Miss Monochrome No Idol No Tamago												59289					59289							
Miss Monochrome The Animation	10023	20033	15556	miss-monochrome	8962	2148		miss-monochrome-the-animation	13713	7911	181	20033	miss+monochrome+-+the+animation+3	4770	2mi2tFimR		20033	3156		43780		72233	shows	1
Miss Monochrome The Animation 2	11152	21113	16894	miss-monochrome-2	10407	4420		miss-monochrome-the-animation-2	13714	10765	1460	30384			ClqQtKiig		30384	3822		482406		72233	shows	2
Miss Monochrome The Animation 3	11553	21332	17628	miss-monochrome-3	10725	4492		miss-monochrome-the-animation-3	13715	11370	1808	31560			oZf9tFiig		31560	3903		522692		72233	shows	3
Miss Monochrome The Animation: Manager		20924		miss-monochrome-manager	9956			miss-monochrome-the-animation-manager	13716	9994	5422	28179	miss+monochrome+-+the+animation+-+manager	5845	frLPpFiig		28179							
Miss Monochrome The Animation: Soccer-hen	10693	20747		miss-monochrome-supporter	9712			miss-monochrome-the-animation-soccer-hen		8515	5580	24713			lDY0tKiiR		24713			51776				
Miss Monochrome: Black or White?				miss-monochrome-black-or-white																				
Miss Monochrome: Music Clips	13049			miss-monochrome-music-clips	15016			miss-monochrome-music-clips		12991		34243			pgwWhFimg		34243			752721				
Miss Monochrome: Watashi dake no Monogatari		110596		miss-monochrome-watashi-dake-no-monogatari	12162			miss-monochrome-watashi-dake-no-monogatari		10699					A2fQtFmmR									
Miss Shachiku and the Little Baby Ghost			24447																					
Missing one player				missing-one-player																				
Mission School	12969	102758		moka-mission-school	15618			mission-school		8855		21055			n5NxpKimg		21055			1573093				
Mission-E	5870	4209	9686	mission-e	4814	2132		mission-e		3525	7389	4209	mission-e	1309	s2TucKimg		4209	1408		38626				
Mission: Yozakura Family			33661																					
Mister Ajikko	264	3437	2623	mister-ajikko	2853	2147		mister-ajikko		3010	8755	3437	mister+ajikko	3384	hbPQcKimg		3437	1728	1832	41665		33984	shows	1
Mister Ajikko Special				mister-ajikko-special				mister-ajikko-special		8683		25053			HLAJtFiig		25053		1833					
Mister Giants Eikou no Sebangou 3		178151	23228																					
Mister Jewel Box		140362		fake-type-mister-jewel-box				mister-jewel-box		45330		49528					49528							
Mister Kite					16862																			
Mister Robot				mister-robot								60916					60916							
Mister Synthesizer		148068		mister-synthesizer				mister-synthesizer				51797					51797							
Mistress Kanan is Devilishly Easy			35674																					
Misui												58910					58910							
Misul Tamheomdae 2					18023																			
Misultamheomdae				art-odyssey	17909			misultamheomdae				48207					48207							
Misute♡naide Daisy	2022	1936	137	dont-leave-me-alone-daisy	824	2135		misutenaide-daisy		1745		1936	misute♡naide+daisy	5983	3tiLcFiiR		1936			39896				
Misuzu: Ikenai Koto		21869	33092		11627			misuzu-ikenai-koto				33515					33515							
Mitaiken Horizon	15154	112074		mitaiken-horizon	14855		tt26761271	mitaiken-horizon		42496		40245					40245			2275078				
Mitama: Nin		6120	11460		5215			mitama-nin				6120					6120							
Mitasarete Mezameru Asa ni, Jimi na Choushoku wo The Animation		170969			18883							57283					57283							
Mitchie M: Ai Dee				mitchie-m-ai-dee																				
Mitchie M: Ansatsu Princess				mitchie-m-ansatsu-princess						48173														
Mitchie M: Eazy Dance				mitchie-m-eazy-dance																				
Mitchie M: Idol wo Sakase				mitchie-m-idol-wo-sakase						44608														
Mitchie M: News 39				mitchie-m-news-39						48181														
Mitchie M: Suki! Yuki! Maji Magic		103249		mitchie-m-suki-yuki-maji-magic																				
Mitchiri Neko			20462										mitchiri+neko	7547										
Mitsu		118130		mitsu	16336					46677														
Mitsu x Mitsu Drops	4367	1838	6379	honey-x-honey-drops	3581	3065		mitsu-x-mitsu-drops		1655	5365	1838	mitsu+x+mitsu+drops	972	wmEBcFiig		1838	1698		38215				
Mitsuami no Kamisama	11869	97735	18714	pigtails	11345			mitsuami-no-kamisama		11855	8180	32461	mitsuami+no+kamisama	6342	9H33tKimR		32461			547786		365513	movies	
Mitsubachi				dustcell-honey-bee								55665					55665							
Mitsubachi Maya no Bouken	1351	2571	1415	maya-the-bee	1804	9897		mitsubachi-maya-no-bouken		2336	5658	2571	mitsubachi+maya+no+bouken	1453	bjVy5Kmig		2571			36706				
Mitsubishi Jisho Residence: Mainichi na Hitobito.				mitsubishi-jisho-residence-mainichi-na-hitobito																				
Mitsuboshi Colors	12957	98439	20373	mitsuboshi-colors	12381	5400		mitsuboshi-colors	3417	13227	2578	35078	mitsuboshi+colors	6669	sSQGhKmiR	951	35078	4670	2093	668023		123822	shows	1
Mitsudomoe	7224	7627	11180	mitsudomoe	6081	2136		mitsudomoe	13732	5060	3858	7627	mitsudomoe	1798	yESktKmmR		7627	1970	5636	673501		35379	shows	1
Mitsudomoe Zouryouchuu!	7948	9510	11879	mitsudomoe-zouryouchuu	6501	2137		mitsudomoe-zouryouchuu	13733	5765	4561	9510	mitsudomoe+zouryouchuu+!	1968	l_7GpKmmR		9510	2087		673503		35379	shows	2
Mitsudomoe: Oppai Ippai Mama Genki		9396		mitsudomoe-special	7071	5874		mitsudomoe-oppai-ippai-mama-genki		5721	5081	9396			-egMpFmig		9396							
Mitsukannai, Mitsukannai		169081																						
Mitsukaru Matching Mist					17401																			
Mitsuketa! Kuwassu Daisousaku Campaign												58508					58508							
Mitsume ga Tooru	3193	5249	2589	mitsume-ga-tooru	1784	2158		mitsume-ga-tooru	13735	4011	7879	5249	mitsume+ga+tooru	6383	mkMjcFiiR		5249			39907				
Mitsuwa Sekken					6799																			
Mitsuwano	10325	20576	16002	mitsuwano	9305	9635		mitsuwano		8140	364	21649	mitsuwano	3394	4KkopKmig		21649		2194	45902	294122			
MIX NUTS HOUSE: GOLD TIGER				mix-nuts-house-gold-tiger																				
Mix: Meisei Story	14245	103555	21648	mix	13783	6199		mix-meisei-story	326	41925	3445	38098			zoL53YTig	1438	38098	5287	1257	871669		145068	shows	1
Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e	17556	153344	26184	mix-season-2	17583	10242		mix-meisei-story-2nd-season-nidome-no-natsu-sora-no-mukou-e	327	46308	11355	52614			E1TnjqkVR	2512	52614	6631	4526	1967690		145068	shows	2
Miyakawa-ke no Kuufuku	9622	17637	15276	miyakawa-ke-no-kuufuku	8311	3825		miyakawa-ke-no-kuufuku	591	7734	865	17637	miyakawa-ke+no+kuufuku	2481	T7VttFimR		17637	3005		43092		70564	shows	1
Miyakawa-ke no Kuufuku OAD																				39841				
Miyako		102031		miyako	13836	4746		miyako		41797		37530					37530							
Miyamoto Musashi no Koutsuu Anzen Gorin no Sho					20495																			
Miyamoto Musashi: Souken ni Haseru Yume	6289	5386	10551	miyamoto-musashi-souken-ni-haseru-yume	3005	3706	tt1309184	miyamoto-musashi-souken-ni-haseru-yume	13738	4079	5515	5386			FLcC5Kmig		5386			38146				
Miyanishi Tatsuya Gekijou: Omae Umasou da na	7942	9395	11824	tatsuya-miyanishi-theatre-heart-and-yummie	6509	344		miyanishi-tatsuya-gekijou-omae-umasou-da-na		5720	7882	9395			2ugGpFmig		9395	2053		40822				
MIYAVI: Afraid To Be Cool		139024		miyavi-afraid-to-be-cool	18130																			
MIYAVI: Raise Me Up Teaser Video		139025		miyavi-raise-me-up-teaser-video								39258					39258							
Miyazaki Maya Daizukan		9599	12178		6530			miyazaki-maya-daizukan				9599					9599							
Miyori in the Sacred Forest			7921																					
Miyori no Mori	5297	2751		miyori-no-mori	4354	2153	tt1092385	miyori-no-mori		2511	6157	2751	miyori+no+mori	1702	Qtqy5Fimg		2751	1193		37149		14510	movies	
Miyuki	925	2231	1485	miyuki	3289	2143		miyuki		2022		2231	miyuki	2262	AOVEcFimR		2231			36972				
Miyuki Nakajima: Shinon				miyuki-nakajima-shinon																				
Miyuki-chan in Wonderland			356																					
Mizu no Enkan				mizu-no-enkan-1st-ver								60952					60952							
Mizu no Enkan (2003)				mizu-no-enkan-2nd-ver								60953					60953							
Mizu no Kotoba	4346	2235	7800	mizu-no-kotoba	3685	5342	tt1935737	mizu-no-kotoba	13743	2026	4316	2235	mizu+no+kotoba	2512	T_4PcFmmg		2235			36144		44865	movies	
Mizu no Naka no Suisougaku								mizu-no-naka-no-suisougaku		42814		38502					38502							
Mizu no Oto				mizu-no-oto				mizu-no-oto				51846					51846							
Mizu no Sei: Kappa Hyakuzu	11094	148813		kappa	10432			mizu-no-sei-kappa-hyakuzu				53209					53209			474796				
Mizu no Tane	4485	4096	7378	mizu-no-tane	10624			mizu-no-tane		3463		4096			rRIucFmig		4096			37646				
Mizu no Yume		115243		water-dream				mizu-no-yume				37454					37454							
Mizu Zokusei no Mahoutsukai	19097	186052		the-water-magician	20053	15073		mizu-zokusei-no-mahoutsukai	25340	49493	13011	60732	mizu+zokusei+no+mahoutsukai	13211	WPQ-1OvHg	3035	60732		5514	2682272		272796	shows	1
Mizube no Shokubutsu				mizube-no-shokubutsu				mizube-no-shokubutsu				51851					51851							
Mizube no tsudumi		122983																						
Mizugi Kanojo The Animation		5959	11272		5166							5959					5959							
Mizugumo Monmon	4105	4306	6170	monmon-the-water-spider	799	9460	tt0768132	mizugumo-monmon	13750	3550	7263	4306	mizugumo+monmon	1808	HexucKimR		4306			36361				
Mizuiro		1038	2528		839			mizuiro				1038					1038			36842				
Mizuiro (2003)	752	1039	2162	mizuiro	2022	10891		mizuiro-2003		929		1039	mizuiro+2003	4914	6RBJcKmiR		1039							
Mizuiro Jidai	572	1040	1162	mizuiro-jidai	2050	2168		mizuiro-jidai		930	12092	1040	mizuiro+jidai	3134	jGfJ5Kiig		1040			38754				
Mizuiro no One-Piece		139862		mizuiro-no-one-piece				mizuiro-no-one-piece				39885					39885							
Mizuki Shigeru no Toono Monogatari		8243	24125	mizuki-shigeru-no-toono-monogatari				mizuki-shigeru-no-toono-monogatari		5263		8243			RLWipKmmg		8243							
Mizuki Shigeru no Youkai Ehon				mizuki-shigeru-no-youkai-ehon	20470							58345					58345							
Mizuki Shigeru no Youkai Ehon Yose				mizuki-shigeru-no-youkai-ehon-yose	20337							58331					58331							
Mizuki Shigeru no Youkai Ehon: Shokoku Manyuu-hen				mizuki-shigeru-no-youkai-ehon-shokoku-manyuu-hen	20471							58346					58346							
Mizuki Shigeru no Youkai World: Osorezan Monogatari	12741																			652461				
Mizuko no Bouya				mizuko-no-bouya																				
Mizushiri Yoriko no Yorinuki Yoriko-san		138945		mizushiri-yoriko-no-yorinuki-yoriko-san				mizushiri-yoriko-no-yorinuki-yoriko-san	13756	47366		41452					41452							
Mizutori	12773	8697		mizutori	6283			mizutori		5446		8697			OVrmpFmmR		8697			656061				
MM!	7622	8424	11368	mm	6161	262				5329	3663	8424	mm!	1851	yXKitFimR		8424	2039		41545		61067	shows	1
MM! Specials		9581		mm-group-ss	6923	9531				5797	4314	9581	mm!+specials	3070	yHOGtKmmR		9581		5344					
Mnemosyne: Mnemosyne no Musume-tachi	5530	3342	8931	rin-daughters-of-mnemosyne	4567	2170		mnemosyne-mnemosyne-no-musume-tachi	2867	2946	3726	3342	mnemosyne+-+mnemosyne+no+musume-tachi	702	JXow5FiiR		3342	1318		36854		42726	shows	1
Mo Bi Si Huan					14262																			
Mo Dan Wang	15490			mo-dan-wang				mo-dan-wang				44488					44488			1312809				
Mo Dao Zu Shi	14162	101972		the-master-of-diabolism	13751	7503		mo-dao-zu-shi	5822	41036	4603	37208	mo+dao+zu+shi+3	8929	rjkF2FiiR	1424	37208	5753	2750	844067		127075	shows	1
Mo Dao Zu Shi Q	15617	120343		the-master-of-diabolism-q	15414	7506		mo-dao-zu-shi-q	13759	43489	9879	40435	mo+dao+zu+shi+q	8928	2ky3854GR		40435	6013	1896	1403703				
Mo Dao Zu Shi: Wanjie Pian	16618	121467		the-master-of-diabolism-3	16483	7505		mo-dao-zu-shi-wanjie-pian	13760	43083	9880	40434			LZhekZkGR		40434	6525	3043	1727409				
Mo Dao Zu Shi: Xian Yun Pian	14428	104458		the-master-of-diabolism-2	13964	7504		mo-dao-zu-shi-xian-yun-pian	13761	42163	8141	38450			FTbN9d6iR	1592	38450	5826	1132	923343		127075	shows	2
Mo Di Qiyu Ji				mo-di-qiyu-ji				mo-di-qiyu-ji				45904					45904							
Mo Du Zhe		114720		mo-du				mo-du-zhe		45637	9948	41919	mo+du+zhe	8886	pXtJuMZMg		41919		2146					
Mo Feng				mo-feng				mo-feng				43910					43910							
